x,y,z,token
0.016642034,0.003946019,-0.015180863,His
-0.49369544,0.58363223,0.013389467,attachment
-0.08147156,0.030613277,0.046247948,them
-0.0034304268,-0.087319575,0.06205446,all
-0.39734322,0.4131318,0.0487366,increased
-0.47388354,0.5374395,0.027955648,attention
-0.36121023,0.59251946,-0.10327456,Mrs
-0.48642492,0.5945843,-0.000107979016,wishes
-0.10539257,0.038077235,0.06034189,proceeded
-0.31557968,0.5359633,-0.10125993,not
-0.41251352,0.47522298,0.01977447,merely
0.28121808,-0.59539753,0.16859783,from
-0.49506113,0.593416,0.007915588,interest
-0.17386529,0.25857013,-0.031319268,but
-0.22503653,0.6564136,-0.25719067,goodness
-0.29083106,0.38431272,-0.019088186,heart
-0.28913555,0.32433754,0.018901784,gave
-0.10122448,0.12780069,-0.0033550381,him
-0.16069375,0.10935296,0.05877869,every
-0.4386179,0.48061338,0.037795905,degree
0.25079396,-0.570681,0.1773761,solid
-0.47177666,0.63517314,-0.039473366,comfort
-0.36356327,0.55935824,-0.07757553,could
-0.31259128,0.40370622,-0.0139691625,receive
-0.38898838,0.46139368,0.008985855,cheerfulness
-0.12795253,0.39168185,-0.16086182,added
-0.28535175,0.372357,-0.015393476,relish
-0.4222883,0.52025265,-0.002511026,existence
0.05917046,0.08677487,-0.10540221,By
-0.35800794,0.3353149,0.06931608,former
-0.43994325,0.5494753,-0.008133121,marriage
-0.08767615,0.0910183,0.010493611,one
-0.32626218,0.48408404,-0.057773843,son
-0.019428525,0.6587234,-0.42597178,:
-0.41190687,0.49797133,0.0040192134,present
-0.24212177,0.43316135,-0.093634084,lady
-0.097835734,-0.05927403,0.12072574,three
-0.38897187,0.47993618,-0.003164531,daughters
0.22851023,-0.4573236,0.11813427,steady
-0.2611597,0.38958186,-0.047733292,young
-0.2077328,0.27771586,-0.015715793,amply
-0.33585578,0.4033112,0.0049810302,provided
-0.469501,0.57878333,-0.0031808203,fortune
-0.40209067,0.60425895,-0.0767367,mother
0.06542191,-0.1798455,0.06621539,half
0.21870965,-0.46206456,0.13005364,on
-0.04355433,0.15526026,-0.07032185,coming
-0.39794213,0.459293,0.018189538,likewise
-0.3092368,0.38956127,-0.008271735,soon
-0.21274161,0.23001866,0.019423692,afterwards
-0.2218818,0.26591888,0.0043550967,wealth
0.04725142,0.21579255,-0.18233876,To
-0.40719107,0.53583187,-0.025384422,therefore
-0.1082761,0.0652883,0.045133892,succession
-0.351963,0.59853643,-0.113866046,really
-0.3935315,0.4713219,0.0069457707,important
-0.41881576,0.51739967,-0.0038977016,sisters
-0.32084537,0.41856655,-0.01748635,independent
-0.21324241,0.580224,-0.21512121,what
-0.34948125,0.54536057,-0.07950191,might
-0.085727274,0.345955,-0.16131309,arise
-0.32982215,0.5452195,-0.09663247,father
-0.13872421,0.20046495,-0.020699298,that
-0.3435523,0.55039024,-0.08780835,be
0.098132215,-0.27798116,0.10596311,small
-0.37151423,0.608309,-0.104071625,nothing
-0.30853334,0.44708818,-0.047081955,only
-0.12970035,-0.0056349006,0.11099418,seven
-0.15778704,0.03524611,0.1066329,thousand
-0.22234504,0.14934556,0.0828074,pounds
-0.24184364,0.21168603,0.056757458,disposal
-0.20999461,0.13304038,0.083448485,remaining
-0.1479083,0.15374917,0.018158978,first
-0.33737224,0.52487206,-0.07643077,wife
-0.05506278,-0.022093711,0.06060022,also
0.03263801,-0.21967182,0.12056745,secured
-0.26928952,0.5505678,-0.14959829,child
0.25780872,-0.4887791,0.11584469,-
-0.20922025,0.39433724,-0.094476454,gentleman
-0.24911341,0.2272736,0.0518501,died
-0.24419297,0.66922396,-0.24940363,will
-0.22262238,0.43482372,-0.110456,read
0.31018913,-0.59541756,0.1442823,like
0.092178345,-0.3215816,0.14007698,almost
0.0056166733,-0.10330172,0.064835265,other
-0.38422406,0.5813479,-0.07541382,much
-0.43044648,0.5196624,0.003955554,disappointment
-0.4823077,0.59254956,-0.0022165445,pleasure
-0.072829664,0.10235883,-0.0099459905,He
-0.3453428,0.55410767,-0.088586085,neither
-0.31544855,0.6120974,-0.1526806,unjust
-0.27289945,0.45723668,-0.08258339,nor
-0.1949688,0.5223271,-0.19167744,ungrateful
-0.29932973,0.64346933,-0.18724827,leave
-0.44742185,0.58497053,-0.025761576,;--
-0.03379799,-0.056314237,0.064706445,left
-0.2652635,0.32530946,-0.00030707687,such
-0.42822766,0.4835894,0.02722777,terms
-0.28847897,0.3507496,0.0019161426,destroyed
-0.3896217,0.49938285,-0.015215465,value
-0.4654826,0.58640325,-0.011997323,wished
-0.29588577,0.3296587,0.02177907,more
-0.33296797,0.66363204,-0.17304596,sake
-0.30431813,0.3411711,0.021003503,than
-0.0928606,0.10259914,0.0064500268,himself
-0.020144448,-0.048075788,0.04967326,or
-0.13257512,-0.019114705,0.12235492,four
-0.112656094,0.21876428,-0.055141278,way
-0.26708055,0.4808216,-0.10357345,no
-0.21503481,0.3867031,-0.08215541,power
-0.015036196,-0.12879352,0.1001546,those
-0.30118966,0.3004742,0.046385776,most
-0.19361782,0.6938944,-0.3088575,dear
-0.41792113,0.4859095,0.016904483,needed
-0.28876746,0.35723406,-0.002390812,provision
-0.38717687,0.5668617,-0.062904805,any
-0.25450101,0.45126086,-0.093896374,charge
-0.073550686,-0.049209703,0.094228916,sale
0.2137215,-0.51524955,0.17072794,its
-0.3220688,0.3331111,0.041493263,valuable
0.40063894,-0.80403465,0.21096227,woods
-0.20247185,0.15005375,0.06596564,whole
0.23439527,-0.39147466,0.0688249,tied
0.28321233,-0.50966364,0.107982755,up
-0.37199217,0.4568936,-0.0012455327,benefit
0.024349527,-0.21741186,0.12673299,occasional
-0.33573642,0.3625587,0.03227385,visits
0.16149831,-0.3910323,0.1298264,with
0.09816954,-0.28431812,0.11110867,far
-0.36460474,0.36816376,0.052133173,gained
-0.40461943,0.521581,-0.018107394,affections
-0.2122814,0.47778317,-0.14833888,uncle
-0.29656214,0.35893518,0.0027295358,attractions
-0.12613097,0.14536126,0.0062895743,are
-0.4530781,0.56876886,-0.009805789,means
-0.1205498,0.0042404323,0.09653794,unusual
-0.06487562,-0.09887212,0.12015357,two
-0.02945562,-0.060597163,0.06460261,an
0.020230804,-0.17432137,0.10111602,imperfect
-0.4557441,0.55121446,0.0039123604,earnest
-0.4344433,0.5865438,-0.037342526,desire
-0.36645415,0.43282473,0.010104605,having
-0.3905644,0.50968975,-0.021465782,cunning
-0.3491527,0.588783,-0.10938304,tricks
-0.35729188,0.5759306,-0.09404459,deal
0.13275553,-0.25654694,0.06227553,noise
-0.388607,0.58402365,-0.073825836,meant
-0.35083187,0.50575006,-0.051932923,unkind
-0.3955203,0.43582857,0.032169204,however
-0.086987495,0.06482816,0.028284866,mark
-0.51724195,0.6137664,0.012415709,affection
-0.23118402,0.25269935,0.020566588,girls
0.16262513,-0.27852374,0.05189969,piece
-0.25455257,0.32360524,-0.008988836,severe
-0.4500039,0.5459742,0.002787441,temper
-0.1893334,0.19397375,0.024894182,cheerful
-0.18027812,0.10919817,0.07497179,sanguine
-0.42491153,0.53429645,-0.009929949,reasonably
-0.351592,0.7012012,-0.1830349,hope
-0.25044823,0.55138016,-0.1649755,live
-0.07658443,0.038114335,0.038561963,living
0.3268078,-0.6494725,0.16704798,lay
-0.35857254,0.37654224,0.041925702,considerable
-0.32995495,0.45987397,-0.037783783,sum
-0.40499753,0.48749778,0.005361446,produce
-0.13880739,0.07462789,0.06392103,already
-0.4666703,0.56518584,0.0036571303,capable
-0.47601962,0.5657209,0.01083534,immediate
-0.40929106,0.48381823,0.011260016,improvement
-0.3430669,0.47405362,-0.037066564,twelvemonth
0.08053324,-0.22163354,0.083249286,survived
-0.3968884,0.5308359,-0.030951224,longer
-0.062248778,0.21577261,-0.09288839,including
-0.23507111,0.18486498,0.06842156,remained
-0.22064275,0.35087648,-0.054911055,widow
-0.14863406,0.14668472,0.0229056,sent
-0.4316378,0.52074075,0.004605554,danger
-0.28862965,0.32580957,0.01879834,known
-0.3149772,0.3204328,0.04340122,recommended
-0.20281276,0.31896195,-0.04669454,strength
-0.40405402,0.46678764,0.018170565,illness
-0.20966887,0.2773878,-0.013675505,command
-0.33736253,0.4924895,-0.05350957,law
-0.35621765,0.56879205,-0.09079883,John
-0.15180337,0.14005686,0.030633386,strong
-0.5197069,0.62320954,0.00807724,feelings
-0.272942,0.32825834,0.003970924,rest
-0.33256167,0.37408945,0.021537267,affected
-0.2522784,0.30339193,0.0035244494,recommendation
-0.4021617,0.45228454,0.027013667,nature
-0.2718823,0.3404682,-0.005679448,time
-0.38051832,0.6268192,-0.10914537,promised
-0.28729188,0.7107002,-0.24249637,do
-0.35511938,0.5568655,-0.08270632,thing
-0.3339496,0.6851089,-0.18673967,make
-0.40293872,0.5022004,-0.0065348903,comfortable
-0.4106487,0.44591892,0.03786085,rendered
-0.2559128,0.42647654,-0.07647933,easy
-0.43888944,0.555264,-0.012712048,assurance
0.0030704204,0.07460476,-0.0536901,then
-0.38192874,0.4780493,-0.007762902,leisure
-0.367238,0.69725597,-0.16758205,consider
-0.23909728,0.6024161,-0.20871793,how
-0.08068337,0.21105574,-0.07611359,there
-0.40740246,0.5845069,-0.0584671,ill
-0.46214163,0.5833194,-0.01254496,disposed
-0.32778677,0.6649308,-0.17827801,unless
-0.22642727,0.32902098,-0.03572379,rather
0.09088226,-0.22251655,0.07497407,cold
-0.12406162,0.20439579,-0.035697483,hearted
-0.3977477,0.57472515,-0.059719283,selfish
-0.25502723,0.3952769,-0.0558915,is
-0.31231686,0.5561808,-0.11768955,well
-0.23049687,0.30404347,-0.015031184,respected
-0.070578344,-0.052779593,0.09421413,conducted
-0.43873176,0.48856086,0.032255664,propriety
-0.2641203,0.46604493,-0.096601956,discharge
-0.25706264,0.24323511,0.048277035,ordinary
-0.12740248,0.09153663,0.043791234,duties
0.010690402,0.10129323,-0.07585834,Had
-0.3580858,0.62313765,-0.12547795,married
-0.43226388,0.56471133,-0.024532044,amiable
-0.28493103,0.4760593,-0.08694217,woman
-0.28488156,0.46444198,-0.07840315,have
-0.08005571,0.04043811,0.03877283,made
0.116331816,-0.29210523,0.100206524,still
0.07163229,-0.099577814,0.007297263,:--
-0.25634915,0.24228036,0.048110064,even
-0.041428,0.012305947,0.025264751,when
-0.37978864,0.58821315,-0.08384871,fond
-0.14098959,0.22635855,-0.03651683,caricature
0.37281495,-0.75555533,0.20093407,narrow
-0.16983534,0.28199735,-0.049434833,minded
0.03308846,-0.014839027,-0.017547164,When
-0.36175618,0.6680241,-0.15241031,promise
-0.091741964,-0.040229954,0.10295454,within
-0.4160784,0.47044313,0.025719695,increase
-0.22097756,0.29863736,-0.01861805,fortunes
-0.34966516,0.5276652,-0.067818925,thought
-0.33208722,0.46522245,-0.03918653,equal
-0.18336897,0.114831336,0.074004576,prospect
-0.25785103,0.25406653,0.041342817,year
-0.24804874,0.32174373,-0.011850433,addition
-0.44023594,0.5357226,0.0017662038,income
-0.33286658,0.5103897,-0.06963346,besides
0.23718818,-0.50124633,0.14170861,warmed
-0.38982198,0.5953831,-0.07997983,feel
-0.44857767,0.57146555,-0.015578632,generosity
-0.2679007,0.6676583,-0.22936656,.--
-0.12870115,0.54729795,-0.2646371,""""
-0.17846096,0.63130766,-0.2797256,Yes
-0.34847093,0.56186754,-0.09156546,would
-0.36964637,0.71868944,-0.18005608,give
-0.29733238,0.35103408,0.008774072,liberal
-0.3025994,0.40350527,-0.022882339,handsome
-0.11601894,0.63751817,-0.33424312,!
-0.15481947,0.3511712,-0.10880954,It
-0.3111264,0.5691177,-0.12755105,enough
-0.15085743,0.041548777,0.09627419,completely
-0.03866649,-0.045629285,0.062936395,Three
-0.19655079,0.36867484,-0.08659657,spare
-0.102850765,0.2855491,-0.109403,little
-0.3961349,0.5364347,-0.03504916,inconvenience
-0.22637302,0.65602744,-0.2560767,"."""
-0.005154908,0.24460404,-0.16078436,--
-0.1323808,0.15852024,0.0019657514,day
-0.31192994,0.56613195,-0.12479575,did
-0.33075264,0.6710559,-0.17972592,repent
-0.19527793,0.65635186,-0.2823435,No
-0.3923845,0.56094044,-0.054943673,sooner
-0.027291352,0.16908848,-0.09105791,funeral
0.33480474,-0.649967,0.16033801,over
-0.34803367,0.41844147,0.004636154,without
-0.21474183,0.2966379,-0.023565445,sending
-0.43004426,0.54725116,-0.014847854,notice
-0.41218868,0.5110345,-0.0050192764,intention
-0.21765788,0.18074107,0.057100676,arrived
0.18476233,-0.43034914,0.13721602,attendants
-0.31664857,0.5359212,-0.10046857,dispute
-0.14483324,0.40230396,-0.15236822,right
-0.18754983,0.51610374,-0.1936991,come
-0.4127428,0.58833027,-0.057124343,husband
-0.0010568437,-0.08521448,0.05656592,moment
-0.502272,0.6087882,0.0035630164,conduct
-0.38677856,0.46458492,0.0058593433,greater
-0.4994149,0.6027601,0.005145504,situation
-0.2933991,0.3175552,0.02831531,common
-0.30857673,0.6339941,-0.17295706,must
-0.3951936,0.4453838,0.025752515,highly
-0.13072409,0.13170552,0.018379295,unpleasing
-0.4528816,0.61200327,-0.039719358,HER
-0.4337156,0.5939919,-0.043005545,mind
-0.38109443,0.45816407,0.005597444,sense
0.325772,-0.6688103,0.18161154,keen
-0.3123885,0.35355118,0.019568156,romantic
-0.4092009,0.6281945,-0.08645374,offence
-0.27587807,0.3230731,0.009610059,kind
-0.39435354,0.49742544,-0.010232659,given
-0.32857034,0.32803094,0.04992257,source
-0.0034066343,-0.07887489,0.055517215,disgust
-0.31371835,0.63467157,-0.16956171,never
-0.4207478,0.52750105,-0.009180137,favourite
-0.3230988,0.4874239,-0.0635198,she
-0.47749037,0.5960864,-0.008482326,opportunity
-0.039269995,0.06749632,-0.013512483,till
-0.31257638,0.45503438,-0.049081177,shewing
-0.28432354,0.38464448,-0.024647307,people
-0.2486198,0.25202322,0.035101,act
-0.47547546,0.5647485,0.010977216,occasion
-0.4374678,0.5049169,0.020077547,required
0.016320106,0.2299099,-0.16737127,So
-0.4999238,0.6170182,-0.004269931,behaviour
-0.20614831,0.25518548,-0.0033241967,earnestly
-0.36484492,0.6290011,-0.12347504,despise
-0.4208767,0.5721115,-0.039329905,daughter
-0.3556885,0.39442465,0.026829248,arrival
-0.36903492,0.35821593,0.06273107,latter
-0.03362668,-0.06846172,0.07249394,quitted
-0.3099373,0.5693503,-0.12829496,ever
-0.24562259,0.33517945,-0.023772726,entreaty
-0.39345545,0.48891625,-0.0054437662,eldest
-0.19803526,0.41381842,-0.11734104,girl
-0.35708296,0.42115185,0.010445808,induced
-0.39429516,0.48358604,-0.0011076397,reflect
-0.21977621,0.461423,-0.13080737,going
-0.18203226,0.249459,-0.017607598,tender
-0.21786346,0.5064699,-0.16074589,love
-0.4646121,0.61831087,-0.034118973,determined
-0.2767369,0.6236925,-0.19275244,stay
-0.16257499,0.35019946,-0.10171131,sakes
-0.46053076,0.57900316,-0.01093183,avoid
-0.14419724,0.22896269,-0.03506594,breach
-0.39826944,0.58947605,-0.06986961,brother
-0.4662822,0.61124283,-0.028517373,Elinor
-0.10008536,0.101487085,0.015240824,whose
-0.3593311,0.6053577,-0.112325095,advice
-0.24547556,0.2896414,0.0075065442,effectual
-0.28539523,0.3114033,0.025908832,possessed
-0.4603969,0.55836153,0.00306995,understanding
-0.0061760023,-0.11072523,0.079373255,coolness
-0.5042651,0.61491936,0.00097573386,judgment
-0.087886594,0.058882788,0.033291902,qualified
-0.28466257,0.32231823,0.017837802,though
-0.050354734,-0.062924385,0.08395928,nineteen
-0.26868254,0.26149812,0.045406386,enabled
-0.38491875,0.40091053,0.04730189,frequently
-0.4732212,0.60498935,-0.01793225,advantage
-0.2718615,0.28603333,0.03039784,eagerness
-0.2517431,0.24723442,0.04160577,generally
0.06623675,-0.26600248,0.124325596,led
-0.39133224,0.46933365,0.005971957,imprudence
-0.31947276,0.42815354,-0.026277877,She
-0.3738843,0.48593992,-0.019585926,excellent
-0.4950426,0.5808963,0.016388377,disposition
-0.4063152,0.49523506,0.0003314584,affectionate
-0.37243086,0.52396536,-0.04673785,knew
-0.37572184,0.553143,-0.06316892,govern
-0.45422637,0.5526282,0.002091149,knowledge
-0.2148778,0.24701932,0.011245266,yet
-0.33767667,0.6394679,-0.15247796,learn
-0.454646,0.5812174,-0.017368905,resolved
-0.3494893,0.57023793,-0.09642268,taught
-0.46682444,0.6109644,-0.02789252,Marianne
-0.48878476,0.574339,0.015640423,abilities
-0.35513043,0.43240017,0.0015836089,respects
-0.27219078,0.4265906,-0.06414697,quite
-0.41580728,0.5839987,-0.051197186,sensible
-0.35525888,0.6046088,-0.11516724,clever
-0.23663726,0.21690619,0.0479123,eager
-0.3261217,0.53034085,-0.089112006,everything
-0.2577749,0.21570101,0.06713733,sorrows
-0.23177512,0.24833608,0.024157876,joys
-0.23440741,0.44892037,-0.1091585,moderation
-0.412642,0.5939187,-0.06043187,generous
-0.44809347,0.5686097,-0.014154483,interesting
-0.43388423,0.5442169,-0.009263447,prudent
-0.4037466,0.4506522,0.029253855,resemblance
-0.048965245,-0.08770854,0.099675685,between
0.09777573,-0.21548367,0.062869176,saw
-0.4599134,0.5661013,-0.0030227331,concern
-0.3032191,0.2839099,0.05854647,excess
-0.3167881,0.33705035,0.033813015,sensibility
-0.34380233,0.4446776,-0.016296446,valued
-0.11384995,0.06955847,0.047310688,cherished
0.027028766,-0.15872286,0.08472312,They
-0.3523187,0.4840135,-0.035985876,encouraged
0.08654955,-0.2910049,0.124974705,each
-0.066585764,0.19690797,-0.07821535,now
-0.18416317,0.12398979,0.068319246,violence
-0.39875224,0.4376975,0.033362962,affliction
0.1045706,-0.26017767,0.087818734,agony
-0.34228784,0.39203185,0.017947953,grief
-0.1677349,0.13015237,0.050846826,overpowered
-0.24579227,0.25182906,0.032505456,voluntarily
0.13512795,-0.30861792,0.09662231,renewed
-0.17828025,0.120311536,0.06596015,sought
-0.062002737,0.21928938,-0.095052354,created
-0.05523494,0.21179084,-0.09899683,again
-0.09009006,-0.021888232,0.08918171,themselves
-0.28767663,0.24582785,0.07205237,wholly
-0.28969574,0.34089014,0.009254179,sorrow
-0.19830489,0.12752797,0.07810832,seeking
-0.12577534,0.057906374,0.064740136,wretchedness
-0.40247113,0.47492883,0.011566978,reflection
-0.42065763,0.6789495,-0.11105486,afford
0.24455507,-0.48620126,0.1254659,against
-0.03450771,-0.062282298,0.07037537,admitting
-0.45021734,0.5638891,-0.009228028,consolation
-0.3961957,0.46026492,0.016646564,future
-0.2760465,0.4374738,-0.067625895,too
-0.11685395,0.0651241,0.05157426,deeply
0.0142107,0.014057468,-0.02046238,afflicted
-0.12541735,0.020638613,0.08964399,struggle
-0.29879016,0.37930718,-0.0092908805,exert
-0.38068467,0.5203169,-0.038007267,herself
-0.31298384,0.5715372,-0.1276083,consult
-0.33015025,0.6144616,-0.14221857,treat
-0.40619698,0.54863137,-0.035063297,proper
-0.12852669,0.18157606,-0.015682066,strive
-0.13658395,0.08157441,0.057355233,rouse
-0.28376815,0.22079107,0.08538595,similar
-0.45223123,0.50955427,0.028969785,exertion
-0.34882507,0.39017427,0.024927085,encourage
-0.15943237,0.11042434,0.057209004,forbearance
-0.36616528,0.50441164,-0.038928155,Margaret
-0.001338756,-0.15824942,0.10842441,romance
-0.13616513,0.054334287,0.07601299,thirteen
-0.1203954,0.5963141,-0.30183858,bid
-0.02229114,0.20879999,-0.120908186,fair
-0.2769166,0.20785335,0.08842985,period
0.33120164,0.6983644,-0.74089915,2
-0.31657806,0.49423817,-0.07350112,mistress
-0.36690623,0.46772033,-0.012654201,condition
-0.30942333,0.29623267,0.05519983,visitors
0.06864125,0.0513642,-0.09019817,As
-0.45775238,0.5364915,0.015682997,treated
-0.28226337,0.34514633,-0.00045079066,quiet
-0.43814427,0.5485883,-0.0090609165,civility
-0.505067,0.61087346,0.0043211337,kindness
0.270011,-0.5285146,0.13174008,towards
-0.38268137,0.70581806,-0.16057739,anybody
-0.05578847,-0.04807669,0.07879825,beyond
0.046765834,-0.16861191,0.0735205,pressed
-0.24091333,0.2102403,0.05708939,some
-0.2060933,0.25070074,-0.00015151275,earnestness
-0.39709982,0.49819246,-0.008680926,plan
0.07110662,-0.29158768,0.1372731,appeared
-0.35925043,0.3886461,0.034140263,eligible
-0.12189468,0.095198154,0.036260713,accommodate
-0.3578754,0.37927005,0.039488304,neighbourhood
-0.42843238,0.5662069,-0.029229593,invitation
-0.36283606,0.44178408,0.0009506945,accepted
0.10014296,0.26311168,-0.25882488,A
-0.39114764,0.43242285,0.030760167,continuance
-0.13509835,0.13341628,0.021652857,place
-0.25350267,0.27181482,0.026091907,reminded
-0.17358632,0.24638627,-0.022082377,delight
-0.341775,0.49744907,-0.053859286,exactly
-0.26729214,0.22353731,0.06962434,suited
-0.021699322,-0.09663335,0.083994076,seasons
-0.2519729,0.43435422,-0.08575599,hers
-0.14178513,0.25434688,-0.053382672,possess
-0.46994713,0.5283495,0.03101383,expectation
-0.4955088,0.600518,0.0036471914,happiness
0.19854735,-0.4848253,0.16291729,itself
-0.4493864,0.49626914,0.035600506,equally
0.2226889,-0.4913024,0.14627285,carried
0.22882064,-0.4093939,0.085389145,away
-0.32752797,0.52397656,-0.083303146,fancy
-0.37039828,0.65665835,-0.13754965,approve
-0.26273477,0.6428469,-0.21706761,take
-0.10596818,0.35042873,-0.15106884,boy
-0.06931551,0.082717024,0.0015485218,dreadful
-0.21261825,0.2920612,-0.022907497,begged
-0.31799242,0.7297221,-0.23015532,think
-0.48427823,0.5782272,0.009051026,subject
-0.13295175,0.66577804,-0.33813623,How
-0.3476035,0.6015119,-0.11939519,answer
-0.17844523,0.43018234,-0.14234911,rob
-0.15170635,0.73600614,-0.37043133,?
9.6966825e-05,0.26352584,-0.17694537,And
-0.4501041,0.5895007,-0.026493033,possible
-0.38955626,0.57044005,-0.063346535,claim
-0.34951988,0.5886898,-0.11026087,Miss
-0.39301684,0.47973874,5.46503e-05,Dashwoods
-0.43363008,0.5309383,-0.0006466987,related
0.20504613,-0.274436,0.01636528,blood
-0.4710386,0.57450944,0.0008298639,considered
-0.31342605,0.42686072,-0.029020514,amount
-0.43625936,0.538322,-0.0031959882,supposed
-0.36721078,0.6511869,-0.13641211,exist
-0.37627047,0.3976559,0.042388994,different
-0.20157105,0.3303888,-0.055938102,marriages
-0.21761015,0.697399,-0.29088503,why
-0.1389302,0.26445773,-0.06262054,ruin
-0.23640862,0.50848943,-0.14869282,poor
-0.15172532,0.4972529,-0.21079732,Harry
-0.41398457,0.48342296,0.015077734,giving
-0.381377,0.5774149,-0.07516918,money
-0.19574462,0.59744143,-0.24147342,my
-0.10699685,0.09955951,0.020864226,last
-0.39117652,0.502087,-0.016503368,request
-0.14873272,0.44498694,-0.17780676,me
-0.102792524,0.44734994,-0.21950886,","""
-0.13212977,0.4750964,-0.21371499,replied
-0.22588132,0.57556015,-0.20244081,I
-0.34010568,0.5983269,-0.12297337,should
-0.43119898,0.54382986,-0.011417452,assist
-0.31168568,0.74532336,-0.24580824,know
-0.2528326,0.47668615,-0.11352297,talking
-0.25614744,0.7399949,-0.28787076,dare
-0.27139017,0.67805386,-0.23354322,say
0.42100197,-0.8322655,0.21293713,light
0.3139023,-0.6025251,0.1464428,headed
-0.2369564,0.20378451,0.05759241,senses
